Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
17931,0.72,Ideal,G,SI2,62.3,54.0,5.76,5.79,3.6,2295
6293,1.0,Very Good,G,VS2,63.5,59.0,6.33,6.23,3.99,5967
6920,0.79,Very Good,E,SI2,59.2,59.0,6.04,6.06,3.58,2941
245,1.01,Very Good,G,VVS1,61.8,59.0,6.47,6.41,3.98,8373
20491,0.3,Ideal,F,VS2,62.5,55.0,4.27,4.31,2.68,605
20827,0.52,Ideal,F,SI2,62.1,55.0,5.14,5.17,3.2,1191
20188,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,5293
14993,0.7,Good,E,VS1,65.5,57.0,5.46,5.54,3.6,2657
2193,1.02,Premium,J,SI1,61.8,58.0,6.5,6.44,4.0,3856
8581,0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,2860
3157,0.52,Ideal,H,VS2,61.6,55.0,5.17,5.19,3.19,1374
2882,1.36,Premium,G,I1,62.1,57.0,7.11,7.06,4.4,4509
8226,0.31,Ideal,H,IF,61.2,56.0,4.36,4.4,2.68,789
9971,0.54,Ideal,I,VVS2,61.7,54.0,5.25,5.29,3.25,1346
1666,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,6335
22297,0.74,Premium,F,SI2,59.2,60.0,5.96,5.9,3.51,2383
6482,0.9,Fair,G,VS2,65.8,61.0,5.99,5.96,3.93,4309
21146,0.52,Premium,G,VS2,62.1,58.0,5.18,5.15,3.21,1577
14804,1.01,Ideal,I,SI2,62.4,57.0,6.37,6.41,3.99,4336
14368,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,886
5005,1.02,Very Good,J,SI1,61.4,58.0,6.47,6.5,3.98,4137
19106,0.72,Very Good,I,SI2,63.2,62.0,5.71,5.67,3.59,1814
15998,0.72,Ideal,J,VVS1,62.4,58.0,5.71,5.76,3.58,2139
25231,0.65,Premium,E,SI1,58.5,58.0,5.68,5.64,3.31,1708
15611,1.26,Very Good,H,SI1,60.6,60.0,6.97,7.0,4.23,6546
25471,0.4,Premium,E,VS1,60.3,58.0,4.8,4.82,2.9,1053
16940,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01,4764
19631,1.21,Premium,I,VS2,62.2,59.0,6.79,6.85,4.24,5502
19183,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,7292
829,0.34,Good,H,VS2,63.7,57.0,4.42,4.44,2.82,537
20777,0.48,Good,G,VS1,58.2,59.2,5.09,5.14,2.98,1228
20506,4.01,Premium,I,I1,61.0,61.0,10.14,10.1,6.17,15223
19061,0.7,Ideal,D,SI1,62.3,53.0,5.7,5.72,3.56,2726
24666,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,15137
2472,1.5,Premium,G,VS1,62.7,58.0,7.32,7.2,4.55,13736
10098,0.9,Good,G,VS2,60.8,56.0,6.14,6.19,3.75,4210
10232,0.26,Very Good,G,VVS2,62.2,56.0,4.08,4.1,2.54,426
8850,0.33,Premium,E,VS2,62.0,59.0,4.39,4.41,2.73,723
3580,0.31,Ideal,F,VS2,62.6,57.0,4.33,4.27,2.69,802
9479,1.51,Good,E,SI1,63.5,57.0,7.23,7.28,4.61,10696
8872,0.55,Ideal,G,VVS1,61.2,56.0,5.27,5.29,3.23,2632
13063,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,911
9927,1.2,Very Good,F,VS1,62.6,59.0,6.64,6.71,4.18,8983
19356,2.0,Fair,I,SI2,65.9,57.0,7.96,7.79,5.19,10833
11990,2.02,Fair,J,SI2,64.6,55.0,7.93,7.84,5.09,9853
21863,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.34,2.67,764
23633,1.25,Premium,H,VS1,62.7,59.0,6.82,6.86,4.29,7328
380,0.4,Premium,E,VS1,60.1,58.0,4.76,4.72,2.85,1125
17829,1.17,Premium,I,SI1,62.6,58.0,6.71,6.64,4.18,4914
635,0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82,3682
22471,1.0,Premium,D,VS2,60.8,61.0,6.41,6.39,3.89,6776
137,0.73,Very Good,E,VS1,62.1,60.0,5.71,5.79,3.57,3353
12956,0.54,Ideal,G,VS2,60.7,56.0,5.29,5.25,3.2,1637
4470,1.53,Premium,J,VVS1,61.6,58.0,7.37,7.4,4.55,9155
18798,0.54,Premium,G,VS1,61.1,60.0,5.28,5.23,3.21,1760
3041,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,8033
16526,0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,1064
22828,0.51,Good,F,VS2,63.1,59.0,5.04,5.1,3.2,1444
21531,0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,4165
8527,1.48,Premium,I,SI2,61.3,58.0,7.39,7.32,4.51,7086
4905,0.43,Ideal,E,VS2,62.1,56.0,4.87,4.83,3.01,1048
5307,0.41,Ideal,D,SI1,61.6,55.0,4.78,4.8,2.95,791
20384,1.2,Very Good,J,SI2,59.6,62.0,6.9,6.95,4.13,3880
14338,0.23,Very Good,H,VS1,59.4,61.0,4.0,4.05,2.39,338
5161,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,5700
679,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,1712
368,0.29,Very Good,I,VS2,,55.0,4.25,4.27,2.66,384
21137,0.41,Very Good,H,VVS2,61.3,54.0,4.75,4.87,2.95,839
17305,0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,1657
10344,0.24,Very Good,E,VS2,63.5,53.0,3.96,3.98,2.52,419
25396,1.0,Premium,G,VVS2,59.5,61.0,6.46,6.42,3.83,7589
24837,0.53,Good,E,SI2,57.9,58.0,5.34,5.39,3.11,1140
4184,1.0,Good,F,SI2,,61.0,6.64,6.59,3.79,4155
23545,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,888
11610,0.41,Ideal,G,IF,61.0,57.0,4.81,4.79,2.93,1431
2100,0.74,Fair,G,VVS2,65.2,58.0,5.7,5.6,3.69,2959
8374,1.53,Premium,G,VVS1,60.6,58.0,7.49,7.45,4.53,16601
21497,0.9,Very Good,H,VS1,62.3,59.0,6.12,6.17,3.83,4592
3682,0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393
7596,1.2,Very Good,F,VS2,,55.0,6.75,6.8,4.26,8454
15529,1.26,Premium,E,SI2,60.3,60.0,7.0,6.94,4.2,5058
16305,0.4,Very Good,F,VS2,62.9,57.0,4.69,4.72,2.96,842
6663,0.34,Ideal,E,VS1,60.8,57.0,4.49,4.53,2.74,805
22074,0.7,Ideal,E,SI1,62.0,56.0,5.68,5.7,3.53,2948
21027,0.31,Ideal,E,VS2,61.7,55.0,4.35,4.37,2.69,642
15295,0.43,Ideal,I,SI1,60.9,57.0,4.88,4.9,2.98,852
8026,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,15412
15786,0.7,Fair,H,VS2,64.9,56.0,5.49,5.51,3.57,1981
14103,1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06,6373
19237,0.65,Premium,D,VS1,59.4,62.0,5.72,5.66,3.38,2387
26917,0.5,Premium,H,SI1,60.2,61.0,5.16,5.14,3.1,1141
3642,0.3,Premium,D,VS2,60.4,59.0,4.32,4.35,2.62,710
1205,0.41,Ideal,I,VS1,61.8,53.0,4.81,4.84,2.98,753
25536,0.42,Ideal,D,VVS2,61.7,53.0,4.85,4.87,3.0,1223
7641,0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89,2370
2287,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,4205
17666,0.7,Good,G,SI2,60.1,65.0,5.7,5.65,3.41,2268
9163,1.52,Ideal,I,VS2,,55.0,7.41,7.33,4.58,9176
339,0.52,Very Good,F,VS2,63.9,57.0,5.08,5.12,3.26,1550
2651,0.92,Good,H,VS2,63.4,57.0,6.11,6.17,3.89,4247
25920,0.41,Ideal,D,VS2,62.2,54.0,4.77,4.81,2.98,1007
21750,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7283
16918,0.5,Premium,F,VS2,62.3,58.0,5.02,5.06,3.14,1436
4286,0.32,Ideal,F,VVS1,61.7,55.0,4.38,4.43,2.72,867
19717,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,775
21037,1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24,4791
16938,0.74,Premium,D,SI1,59.5,60.0,5.95,5.88,3.52,2369
20463,0.41,Very Good,G,VVS2,63.3,59.0,4.69,4.71,2.97,1051
4971,1.0,Ideal,E,VS2,62.1,56.0,6.42,6.39,3.98,6720
20305,1.01,Premium,E,SI1,62.9,60.0,6.43,6.35,4.02,5599
22200,0.25,Ideal,E,VS2,62.1,57.0,4.01,4.05,2.5,535
975,1.19,Ideal,I,IF,61.7,56.0,6.78,6.81,4.19,7207
1482,1.02,Ideal,F,SI2,61.8,57.0,6.43,6.49,3.99,4746
7708,1.55,Ideal,J,VS2,61.4,55.0,7.41,7.49,4.58,8498
11776,1.41,Very Good,H,SI1,62.6,59.0,7.08,7.14,4.45,8283
6847,1.05,Ideal,F,SI2,60.3,55.0,6.55,6.68,3.99,4987
2042,0.36,Very Good,E,VS2,62.8,56.0,4.51,4.54,2.84,789
10522,0.3,Premium,G,VS1,62.4,58.0,4.24,4.22,2.64,776
20936,0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367
4464,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,709
10026,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1210
8298,0.3,Good,I,SI1,64.1,57.0,4.3,4.25,2.74,506
4528,0.28,Very Good,E,VVS1,61.1,60.0,4.17,4.21,2.56,646
23172,0.77,Ideal,D,SI2,61.5,55.0,5.9,5.93,3.64,2885
23184,1.51,Very Good,I,VS1,61.8,63.0,7.28,7.34,4.52,9467
12152,0.51,Ideal,D,VS2,61.9,56.0,5.14,5.11,3.17,1882
4358,0.5,Ideal,F,VS1,62.5,57.0,5.09,5.06,3.17,1838
10584,1.02,Premium,G,VS2,62.7,58.0,6.44,6.36,4.01,5506
17074,1.23,Ideal,G,VS1,61.8,58.0,6.85,6.9,4.25,9116
22056,1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,6271
21990,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.72,3.55,2575
2673,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,619
13322,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1947
25594,1.5,Premium,E,SI2,61.2,59.0,7.36,7.41,4.52,9900
24858,0.32,Premium,H,VS2,60.7,58.0,4.43,4.46,2.7,505
17392,0.3,Very Good,J,VS1,61.2,61.0,4.3,4.33,2.64,394
23816,1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,4273
12117,0.71,Ideal,G,SI1,61.4,55.0,5.75,5.79,3.54,2423
7640,1.01,Good,F,SI1,64.2,58.0,6.24,6.29,4.02,4339
8073,1.11,Ideal,J,SI1,62.4,57.0,6.57,6.6,4.11,4497
4351,0.7,Ideal,G,SI1,62.1,58.0,5.67,5.69,3.53,2276
9549,1.7,Premium,I,VS2,62.0,59.0,7.6,7.55,4.7,10929
24887,0.36,Ideal,I,VS2,61.8,55.0,4.58,4.61,2.84,505
17185,0.7,Very Good,E,VS2,62.6,60.0,5.62,5.65,3.53,2765
4613,0.3,Ideal,F,VS2,61.6,56.0,4.3,4.33,2.66,573
8514,1.24,Very Good,F,VVS2,59.0,58.0,6.98,7.03,4.13,11234
13984,0.41,Very Good,F,VS2,62.6,57.0,4.71,4.74,2.96,863
16410,1.05,Premium,H,SI1,61.3,58.0,6.52,6.47,3.98,5228
8396,0.43,Ideal,E,SI1,62.3,57.0,4.82,4.78,2.99,1016
4842,0.25,Ideal,H,VS1,61.9,54.0,4.07,4.1,2.53,426
23448,1.2,Good,G,VS1,62.8,59.0,6.64,6.7,4.19,8442
2216,0.41,Ideal,E,VVS1,61.5,56.0,4.81,4.82,2.96,1444
12083,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1438
12027,0.92,Ideal,H,VS1,60.9,57.0,6.33,6.29,3.84,4328
16475,0.36,Very Good,G,SI1,63.3,56.0,4.53,4.5,2.86,689
22984,0.53,Very Good,J,VS2,62.4,58.0,5.15,5.24,3.24,1124
20772,2.18,Premium,J,SI1,62.9,59.0,8.25,8.21,5.18,13938
4509,0.57,Very Good,G,VS1,59.3,56.0,5.38,5.44,3.21,1648
19243,1.11,Premium,F,SI1,60.1,61.0,6.74,6.64,4.06,5483
14435,1.0,Good,E,SI2,61.5,61.0,6.35,6.43,3.93,4258
22268,0.57,Fair,E,VVS1,58.7,66.0,5.34,5.43,3.16,2805
22881,1.27,Very Good,J,VS2,61.8,60.0,6.9,6.94,4.28,5455
2777,0.75,Very Good,H,VS1,59.3,59.0,5.87,6.0,3.52,2513
10799,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,2346
12921,1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,4227
1654,0.39,Premium,G,VS2,62.4,56.0,4.68,4.64,2.91,1009
20260,0.4,Good,J,VS1,64.0,56.0,4.69,4.66,2.99,734
14325,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,696
206,0.51,Very Good,G,VS2,62.4,62.0,5.07,5.09,3.17,1438
7214,1.54,Ideal,E,VS2,62.0,56.0,7.46,7.43,4.61,14529
16280,0.5,Very Good,H,SI1,60.9,61.0,5.06,5.15,3.11,1133
13006,0.39,Ideal,G,SI2,61.2,56.0,4.71,4.73,2.89,603
21435,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1836
5066,1.27,Premium,J,VS2,62.8,58.0,6.96,6.92,4.36,4011
25843,2.14,Premium,G,SI2,60.4,59.0,8.32,8.38,5.04,17513
20165,1.07,Premium,E,VS1,59.7,61.0,6.69,6.64,3.98,8015
10260,1.29,Premium,F,SI1,62.5,60.0,6.97,6.91,4.34,7730
3906,1.02,Very Good,G,VVS1,63.0,58.0,6.4,6.43,4.04,7657
9179,1.24,Very Good,H,SI2,60.0,58.0,6.99,7.05,4.21,5858
13130,0.59,Premium,I,IF,61.2,58.0,5.41,5.38,3.3,1965
21263,0.32,Ideal,F,VS2,61.3,57.0,4.4,4.37,2.69,828
4950,0.75,Good,F,VS1,64.4,59.0,5.67,5.72,3.66,2953
7166,1.12,Premium,E,SI2,63.0,61.0,6.66,6.61,4.18,4215
1422,0.72,Ideal,F,VS2,62.1,54.0,5.76,5.8,3.59,2989
26081,0.33,Ideal,G,VS1,62.9,57.0,4.43,4.38,2.77,854
18418,0.59,Ideal,G,VS1,61.3,55.0,5.42,5.44,3.33,2129
8049,0.51,Ideal,E,VS2,61.9,55.0,5.17,5.13,3.19,1781
25754,0.32,Premium,E,VVS1,60.5,58.0,4.42,4.47,2.69,954
11475,0.36,Very Good,E,VS2,62.3,58.0,4.51,4.55,2.82,789
14979,0.7,Fair,G,SI1,68.4,58.0,5.59,5.55,3.61,1915
22870,1.12,Ideal,G,VS2,62.0,56.0,6.69,6.64,4.13,6774
20403,1.2,Premium,E,SI1,62.5,56.0,6.75,6.71,4.21,6742
23395,0.3,Ideal,H,VS2,60.9,58.0,4.29,4.32,2.62,491
21476,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,932
22736,1.02,Ideal,E,SI2,62.8,55.0,6.43,6.4,4.03,4478
9640,1.01,Premium,G,VS2,62.1,60.0,6.37,6.35,3.95,5946
6142,1.03,Fair,J,SI2,56.2,62.0,6.73,6.69,3.77,3246
9503,0.61,Ideal,G,VS1,62.6,55.0,5.46,5.43,3.41,2309
13060,1.01,Ideal,G,SI2,62.8,56.0,6.4,6.44,4.03,4269
12468,0.83,Ideal,G,SI2,62.4,54.0,6.01,6.08,3.77,2751
12811,2.42,Premium,J,SI2,58.5,59.0,8.85,8.82,5.17,16198
25304,1.07,Premium,D,SI1,,55.0,6.68,6.64,4.01,6112
19897,0.41,Ideal,F,SI1,62.9,56.0,4.73,4.71,2.97,969
21260,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,4200
3569,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11294
13196,0.39,Premium,F,SI1,61.3,62.0,4.71,4.68,2.88,860
20457,0.54,Very Good,F,VS1,59.9,57.0,5.35,5.3,3.19,1778
535,0.32,Good,E,VS1,59.5,64.0,4.42,4.45,2.64,756
2244,1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,13499
22883,1.02,Good,E,SI2,63.2,56.0,6.37,6.41,4.04,4712
4361,1.52,Very Good,J,SI1,59.9,57.0,7.45,7.47,4.47,7759
3315,1.03,Ideal,G,SI1,61.6,57.0,6.53,6.46,4.0,4900
18176,0.89,Ideal,F,SI1,62.1,55.0,6.15,6.18,3.83,4127
6013,0.35,Ideal,G,VVS1,61.0,56.0,4.56,4.59,2.79,887
23717,0.8,Ideal,D,VS2,61.0,57.0,5.96,6.0,3.65,4170
25418,0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,2117
25040,0.31,Very Good,E,SI1,63.3,55.0,4.36,4.33,2.75,698
9483,1.01,Ideal,E,SI2,61.2,54.0,6.49,6.52,3.98,4666
23812,2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05,17258
14051,0.38,Very Good,F,SI1,61.5,54.0,4.69,4.71,2.89,660
5555,0.31,Very Good,D,SI2,62.7,59.0,4.3,4.35,2.71,462
4536,1.77,Good,J,SI2,63.4,60.0,7.61,7.65,4.84,8109
6442,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,783
17136,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10278
3847,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1417
12743,1.66,Ideal,E,SI2,62.7,56.0,7.45,7.63,4.73,10754
5492,1.5,Very Good,I,IF,62.9,58.0,7.21,7.31,4.57,10147
20875,1.22,Ideal,G,VS1,62.2,56.0,6.88,6.85,4.27,9292
23040,1.51,Premium,G,VS2,60.8,60.0,7.42,7.38,4.5,13157
7966,0.31,Ideal,F,VVS1,62.4,55.0,4.34,4.32,2.7,985
12535,2.01,Good,F,SI2,64.0,58.0,7.94,7.83,5.05,17313
7259,1.05,Ideal,F,SI2,61.9,56.0,6.48,6.5,4.02,5347
22861,0.91,Very Good,D,SI2,62.3,57.0,6.14,6.22,3.85,3848
4338,1.69,Very Good,I,VVS2,60.4,59.0,7.7,7.73,4.66,12394
6687,1.57,Ideal,H,SI1,62.4,56.0,7.42,7.45,4.64,11068
24473,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,430
17840,0.56,Premium,D,SI1,60.8,60.0,5.29,5.31,3.22,1723
18645,0.73,Ideal,D,SI1,61.9,56.0,5.8,5.77,3.58,3189
9634,1.12,Ideal,G,VS1,61.0,56.0,6.76,6.72,4.11,7632
17414,0.32,Premium,G,VVS2,,60.0,4.45,4.42,2.67,936
10850,1.53,Premium,I,VS1,62.4,59.0,7.3,7.34,4.57,10729
14936,0.3,Ideal,E,VS1,60.6,56.0,4.35,4.36,2.64,735
20857,1.01,Premium,H,SI1,62.4,60.0,6.36,6.33,3.96,4836
12720,0.6,Ideal,E,VS2,61.2,56.0,5.45,5.44,3.33,2189
22435,0.52,Premium,F,VS2,60.0,57.0,5.24,5.22,3.14,1651
7269,0.3,Premium,F,VS1,61.5,59.0,4.33,4.31,2.66,844
20691,1.51,Premium,H,VS2,61.2,58.0,7.4,7.36,4.52,11188
4172,0.31,Ideal,G,IF,61.0,56.0,4.38,4.41,2.68,891
56,1.02,Very Good,F,VS1,62.4,58.0,6.42,6.47,4.02,7587
7499,0.34,Ideal,E,SI1,61.7,56.0,4.52,4.49,2.78,765
12726,0.32,Ideal,G,IF,62.0,54.0,4.42,4.45,2.75,918
8134,0.7,Very Good,D,VS1,60.4,58.0,5.71,5.78,3.47,3008
3559,1.1,Premium,G,VS2,62.8,58.0,6.6,6.58,4.14,6387
8252,0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71,3338
16283,1.54,Premium,H,SI1,62.2,58.0,7.45,7.32,4.59,10466
11298,0.41,Ideal,E,VS1,61.8,57.0,4.76,4.79,2.95,1079
26411,1.32,Premium,I,SI2,61.3,59.0,7.01,6.95,4.28,5588
26611,0.33,Premium,H,SI2,61.2,57.0,4.49,4.43,2.73,520
26467,0.76,Ideal,E,SI2,62.1,56.0,5.85,5.88,3.64,2978
16264,0.5,Ideal,G,VS2,62.2,54.1,5.07,5.12,3.17,1601
12415,0.31,Ideal,F,IF,62.1,54.0,4.33,4.37,2.7,914
21942,1.57,Premium,I,VS2,62.2,58.0,7.43,7.35,4.59,7755
13684,0.72,Fair,H,VVS2,56.5,68.0,6.03,5.89,3.37,2608
2343,0.31,Ideal,D,VVS2,61.6,56.0,4.38,4.34,2.69,982
26405,0.5,Premium,G,VS1,62.5,60.0,5.13,5.08,3.19,1583
24023,0.39,Ideal,G,VS1,62.0,55.0,4.71,4.66,2.9,1077
22204,0.74,Good,E,VS2,63.9,54.0,5.77,5.81,3.7,3163
15761,0.9,Very Good,H,SI2,61.1,63.0,6.19,6.12,3.76,3105
1862,0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,1832
1248,1.03,Ideal,F,SI2,61.9,56.0,6.47,6.43,3.99,4280
7317,0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,544
7851,0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,3376
7994,0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
25093,0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,772
25624,0.74,Very Good,J,VS1,62.7,58.0,5.75,5.8,3.62,2170
26114,0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,1099
24930,1.16,Ideal,I,VS2,60.1,62.0,6.83,6.78,4.09,5587
26039,0.3,Ideal,D,VS2,61.6,57.0,4.33,4.3,2.66,911
24657,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68,540
4085,0.55,Premium,F,SI2,60.6,58.0,5.31,5.28,3.21,1263
24796,0.34,Ideal,G,VVS2,61.9,57.0,4.44,4.48,2.76,775
23758,1.74,Ideal,E,SI1,62.2,56.0,7.67,7.72,4.79,15847
19703,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280
7075,0.71,Ideal,D,VS2,61.2,57.0,5.73,5.77,3.52,3321
17254,0.42,Premium,E,SI1,61.5,58.0,4.78,4.84,2.96,722
26051,0.62,Ideal,D,VVS1,62.2,54.0,5.45,5.48,3.4,3968
11170,0.3,Ideal,E,VS2,62.5,56.0,4.28,4.3,2.68,658
26089,1.21,Ideal,G,VS1,61.1,58.0,6.9,6.87,4.21,8699
15829,0.71,Ideal,E,VS2,61.7,56.0,5.73,5.75,3.54,2709
5378,0.9,Ideal,H,VS1,60.9,57.0,6.2,6.24,3.79,4201
25628,0.41,Premium,E,VS1,62.0,57.0,4.77,4.74,2.95,1153
7489,1.24,Premium,I,VS2,62.1,55.0,6.91,6.87,4.28,5889
16483,1.51,Premium,I,SI2,62.6,59.0,7.28,7.31,4.57,7162
5210,1.05,Ideal,H,SI2,61.9,56.0,6.49,6.56,4.04,4504
14568,1.21,Very Good,G,VVS2,60.4,56.0,6.88,6.92,4.17,9484
6623,0.71,Ideal,E,SI1,61.6,53.0,5.79,5.73,3.55,2258
15353,2.01,Ideal,J,SI1,62.3,57.0,8.05,7.99,5.0,12607
18011,1.5,Very Good,F,VS2,59.1,59.0,7.45,7.48,4.41,16048
10613,1.72,Premium,F,I1,60.5,59.0,7.8,7.71,4.69,7089
7253,0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66,804
20078,1.7,Ideal,I,VS2,61.7,56.0,7.72,7.64,4.74,11360
24058,0.41,Very Good,G,VS1,62.3,56.0,4.77,4.8,2.98,899
19460,0.4,Ideal,E,VS1,62.1,55.0,4.79,4.75,2.96,960
14782,1.0,Ideal,D,SI1,60.6,56.0,6.54,6.5,3.95,5880
11560,1.01,Premium,E,VS2,60.9,58.0,6.53,6.47,3.96,7522
6827,0.67,Good,F,VS1,64.4,57.0,5.55,5.6,3.6,2244
11207,0.5,Premium,G,SI2,62.6,58.0,5.09,5.03,3.17,1121
7476,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7217
9922,1.05,Premium,E,I1,62.2,61.0,6.51,6.48,4.04,3293
1565,1.01,Premium,F,SI1,61.8,59.0,6.34,6.41,3.94,4899
5505,1.01,Good,E,SI1,63.9,56.0,6.37,6.31,4.05,5724
21047,0.38,Ideal,G,VS2,61.2,55.0,4.69,4.72,2.88,778
4834,0.36,Very Good,F,SI1,60.3,58.0,4.6,4.65,2.79,600
18363,0.41,Premium,E,SI1,62.3,56.0,4.78,4.76,2.97,1059
19221,1.23,Ideal,G,VVS1,61.8,56.0,6.8,6.89,4.24,10572
17596,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3360
11297,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
20966,0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957
12629,0.61,Ideal,D,VS2,62.0,56.0,5.43,5.48,3.38,2202
13056,1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,5319
18125,0.51,Ideal,F,VVS2,60.3,56.0,5.2,5.23,3.15,2138
12405,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,8377
24038,0.44,Premium,E,VS2,60.4,59.0,4.93,4.9,2.97,1073
19449,1.5,Premium,J,SI2,61.4,61.0,7.36,7.3,4.5,6750
6726,0.9,Very Good,F,SI2,60.8,55.0,6.25,6.28,3.81,3552
11694,0.3,Ideal,E,VVS2,61.3,54.0,4.34,4.37,2.67,837
4815,0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28,1822
17555,1.0,Fair,G,SI2,64.6,67.0,6.25,6.19,4.02,3142
12394,2.02,Good,E,SI2,58.8,61.0,8.21,8.25,4.84,18236
17576,0.56,Ideal,E,VS1,61.1,56.0,5.34,5.29,3.25,2117
14131,1.54,Premium,I,VS1,61.6,58.0,7.42,7.39,4.56,10349
23500,0.44,Ideal,H,SI1,60.9,57.0,4.92,4.9,2.99,1069
21631,1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,4233
10227,0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,447
3896,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9570
3602,0.37,Ideal,F,VS2,61.4,56.0,4.63,4.59,2.83,957
22014,0.87,Very Good,G,SI2,59.9,58.0,6.19,6.23,3.72,2802
5536,0.31,Ideal,G,IF,61.6,56.0,4.38,4.42,2.71,891
12382,0.41,Ideal,I,VVS1,61.8,55.0,4.79,4.76,2.95,1107
18549,1.33,Fair,F,I1,62.0,56.0,7.05,7.01,4.36,4698
10891,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.58,2.84,568
20008,1.23,Premium,G,SI1,62.5,59.0,6.84,6.77,4.25,6909
3482,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3471
9831,0.7,Very Good,G,VS1,61.9,57.0,5.68,5.71,3.53,3127
22864,0.42,Ideal,F,VVS2,62.2,56.0,4.79,4.82,2.99,1142
21977,0.42,Ideal,D,VS2,62.4,55.0,4.8,4.82,3.0,1031
